1,0.000106667,7.33333e-05
2,0.000133333,0.000133333
3,0.000196667,0.000196667
4,0.000276667,0.000276667
5,0.00037,0.000366667
6,0.000473333,0.00046
7,0.000433333,0.000426667
8,0.000496667,0.000443333
9,0.000583333,0.00065
10,0.000626667,0.000736667
11,0.000856667,0.00144333
12,0.00082,0.00126667
13,0.000933333,0.00136
14,0.00105667,0.00168333
15,0.00129333,0.00161
16,0.00135,0.00182333
17,0.00146,0.00197
18,0.00164,0.00204667
19,0.00177333,0.00218667
20,0.00199,0.00230667
21,0.00208333,0.00342667
22,0.00242,0.00396667
23,0.00245333,0.00404667
24,0.00263667,0.00445
25,0.00286,0.00445
26,0.00312333,0.00476
27,0.00327667,0.00500667
28,0.00353,0.005
29,0.00370333,0.00551
30,0.00393667,0.00568333
31,0.00420333,0.00574
32,0.00529667,0.00729667
33,0.0049,0.00655333
34,0.00503667,0.00698333
35,0.00576667,0.00729667
36,0.00625667,0.00737
37,0.00607333,0.00795667
38,0.00667667,0.00745333
39,0.0067,0.00799
40,0.00672,0.00939333
41,0.0072,0.0099
42,0.00736,0.01095
43,0.00768667,0.0123833
44,0.00809667,0.0129033
45,0.00831667,0.0118233
46,0.00886667,0.0132467
47,0.00914667,0.0134933
48,0.00952667,0.0139233
49,0.0100633,0.01382
50,0.0102567,0.0147633
51,0.0106267,0.0150033
52,0.0109333,0.0150733
53,0.0116533,0.01565
54,0.0118533,0.01559
55,0.0122433,0.0163633
56,0.0128433,0.0168633
57,0.01327,0.01699
58,0.01389,0.0180833
59,0.0158133,0.01784
60,0.0148767,0.0181667
61,0.01535,0.0185233
62,0.0159633,0.0189133
63,0.0159733,0.0196267
64,0.0166167,0.0190867
65,0.01721,0.02029
66,0.0196733,0.0202833
67,0.01854,0.0206133
68,0.01989,0.0207033
69,0.0209033,0.02133
70,0.0222,0.02184
71,0.02314,0.02259
72,0.0241367,0.0226167
73,0.0337167,0.0336833
74,0.0368167,0.0349733
75,0.0427733,0.038
76,0.0436733,0.0337267
77,0.0309967,0.0245367
78,0.03017,0.0289
79,0.0414567,0.03822
80,0.0368933,0.0268233
81,0.03448,0.0312467
82,0.0343833,0.0329833
83,0.0367833,0.0343
84,0.0366267,0.0355633
85,0.0376667,0.03637
86,0.04261,0.04114
87,0.0431033,0.0411567
88,0.0437767,0.0430533
89,0.0436467,0.0405767
90,0.0432667,0.0404833
91,0.0442533,0.04106
92,0.0451667,0.0410433
93,0.04732,0.04266
94,0.0480667,0.04327
95,0.04868,0.0435133
96,0.0500267,0.0438867
97,0.0511333,0.0442533
98,0.0556133,0.04889
99,0.05427,0.04533
100,0.0547533,0.04689
101,0.0559433,0.0466533
102,0.0574767,0.04729
103,0.0591067,0.0471933
104,0.0596867,0.0482167
105,0.0642933,0.0518433
106,0.06313,0.0508633
107,0.0636,0.0488767
108,0.0649733,0.04997
109,0.0661067,0.05047
110,0.0679833,0.0509133
111,0.06869,0.0518667
112,0.0702533,0.0520233
113,0.0717133,0.0528567
114,0.0727867,0.0537367
115,0.0745733,0.05405
116,0.0750033,0.0546333
117,0.0764533,0.0555767
118,0.0781833,0.05554
119,0.0796367,0.0561433
120,0.0806267,0.0563833
121,0.0823533,0.0569567
122,0.0838867,0.05701
123,0.0845,0.0575833
124,0.0860633,0.0585933
125,0.0876967,0.05935
126,0.0891967,0.0616333
127,0.100167,0.0656567
128,0.0993367,0.06147
129,0.102883,0.0618833
130,0.104917,0.0634267
131,0.122777,0.0764967
132,0.130537,0.0677133
133,0.129027,0.0756867
134,0.141823,0.07826
135,0.113743,0.0656433
136,0.121683,0.0673667
137,0.11782,0.0662067
138,0.122583,0.0684867
139,0.120943,0.0684067
140,0.12969,0.0728767
141,0.131307,0.0710767
142,0.13346,0.0719633
143,0.131127,0.0722467
144,0.14693,0.0856533
145,0.16478,0.0841
146,0.13733,0.0745633
147,0.141653,0.07372
148,0.16115,0.0765333
149,0.139877,0.0743167
150,0.14929,0.0763067
151,0.14665,0.0768167
152,0.162107,0.0845333
153,0.149023,0.07662
154,0.150647,0.0797733
155,0.15348,0.0793767
156,0.156587,0.0827867
157,0.157227,0.08478
158,0.160027,0.0868667
159,0.162273,0.0865967
160,0.164287,0.0885533
161,0.16789,0.09369
162,0.166317,0.0938667
163,0.16901,0.10121
164,0.172947,0.09832
165,0.174527,0.10428
166,0.1785,0.107743
167,0.1774,0.107387
168,0.179607,0.106593
169,0.181793,0.11145
170,0.184543,0.1152
171,0.186333,0.113793
172,0.18984,0.11636
173,0.19478,0.119003
174,0.193847,0.12102
175,0.195637,0.121807
176,0.19712,0.12382
177,0.20105,0.12143
178,0.23031,0.156423
179,0.216017,0.139277
180,0.205997,0.132457
181,0.216923,0.128383
182,0.219893,0.135683
183,0.22718,0.153297
184,0.242863,0.132553
185,0.221207,0.13325
186,0.22649,0.133417
187,0.231053,0.136817
188,0.223377,0.133023
189,0.22601,0.1353
190,0.234523,0.13919
191,0.232987,0.137713
192,0.24372,0.1376
193,0.235197,0.13814
194,0.24033,0.14079
195,0.241647,0.139507
196,0.24897,0.142137
197,0.253697,0.148263
198,0.255177,0.14507
199,0.25877,0.148913
200,0.275787,0.14814
201,0.305027,0.168787
202,0.262393,0.14725
203,0.27641,0.1673
204,0.282773,0.154383
205,0.279653,0.153217
206,0.288607,0.164813
207,0.300487,0.15426
208,0.289053,0.15422
209,0.285933,0.152767
210,0.287717,0.154877
211,0.300363,0.166077
212,0.329683,0.157353
213,0.294113,0.154447
214,0.310037,0.159537
215,0.301887,0.1545
216,0.321317,0.16621
217,0.332477,0.17621
218,0.377647,0.169013
219,0.313733,0.157423
220,0.315387,0.15688
221,0.320053,0.158797
222,0.322367,0.165067
223,0.324633,0.161137
224,0.326953,0.16192
225,0.337963,0.165263
226,0.338347,0.166157
227,0.339613,0.181297
228,0.349537,0.165747
229,0.353987,0.1686
230,0.3592,0.178023
231,0.37135,0.170457
232,0.353747,0.170147
233,0.367483,0.179833
234,0.36618,0.1718
235,0.364993,0.180847
236,0.366453,0.176683
237,0.380687,0.17728
238,0.384823,0.175053
239,0.38985,0.180547
240,0.384507,0.18131
241,0.38175,0.176533
242,0.405793,0.186673
243,0.395207,0.185417
244,0.397427,0.18899
245,0.416937,0.18682
246,0.404317,0.18173
247,0.403837,0.18238
248,0.405563,0.180837
249,0.445667,0.195667
250,0.459693,0.189153
251,0.47878,0.21356
252,0.425763,0.192813
253,0.426233,0.187823
254,0.427073,0.18953
255,0.426903,0.192023
256,0.453143,0.197537
257,0.488613,0.19865
258,0.45869,0.195613
259,0.460577,0.196423
260,0.463467,0.199173
261,0.466387,0.199663
262,0.471367,0.200977
263,0.47746,0.20187
264,0.488077,0.202783
265,0.48273,0.21282
266,0.492117,0.210437
267,0.499617,0.205443
268,0.504483,0.207563
269,0.512923,0.237147
270,0.524843,0.217433
271,0.546707,0.21232
272,0.51436,0.216457
273,0.521107,0.213083
274,0.542583,0.213347
275,0.601707,0.224317
276,0.530743,0.218373
277,0.606023,0.222713
278,0.561863,0.245963
279,0.55692,0.221037
280,0.55312,0.21953
281,0.56279,0.219343
282,0.55637,0.223217
283,0.579493,0.23561
284,0.59318,0.222177
285,0.577817,0.222877
286,0.583033,0.226183
287,0.579613,0.230373
288,0.579663,0.22223
289,0.586753,0.22734
290,0.589027,0.226043
291,0.60367,0.22736
292,0.598713,0.240267
293,0.63229,0.264663
294,0.60419,0.23092
295,0.624883,0.246217
296,0.611603,0.231637
297,0.628273,0.238657
298,0.62145,0.245477
299,0.62481,0.237663
300,0.622493,0.23498
301,0.633073,0.24113
302,0.649537,0.243407
303,0.640633,0.245827
304,0.700973,0.242817
305,0.658203,0.259497
306,0.64766,0.2503
307,0.662783,0.248987
308,0.673723,0.25121
309,0.66647,0.25859
310,0.665393,0.246767
311,0.681363,0.268557
312,0.67746,0.26264
313,0.689023,0.281863
314,0.742847,0.29076
315,0.692807,0.269683
316,0.754673,0.26838
317,0.72123,0.266363
318,0.695253,0.268713
319,0.70604,0.283057
320,0.71359,0.288203
321,0.710183,0.33112
322,0.749523,0.307037
323,0.736217,0.326163
324,0.725903,0.324817
325,0.76074,0.31286
326,0.814143,0.310437
327,0.801517,0.34163
328,0.783367,0.324503
329,0.789037,0.32973
330,0.767677,0.329327
331,0.78844,0.337207
332,0.75847,0.326247
333,0.77897,0.33045
334,0.778377,0.335003
335,0.767807,0.340723
336,0.776013,0.336473
337,0.785197,0.341937
338,0.78412,0.345663
339,0.80556,0.352607
340,0.799943,0.352907
341,0.885143,0.36022
342,0.811067,0.35976
343,0.863897,0.405493
344,0.832963,0.379507
345,0.87093,0.396157
346,0.8486,0.383227
347,0.847363,0.383323
348,0.86213,0.376633
349,0.848123,0.3724
350,0.870493,0.404743
351,0.862107,0.385893
352,0.876073,0.376933
353,0.915727,0.42798
354,0.883067,0.390547
355,0.943823,0.410467
356,0.91062,0.387487
357,0.91784,0.405923
358,0.94875,0.40953
359,0.905097,0.40325
360,0.90152,0.397713
361,0.896877,0.394413
362,0.913607,0.39682
363,0.912133,0.404393
364,1.02803,0.427817
365,0.943577,0.422357
366,0.94279,0.429737
367,0.960947,0.404667
368,0.946963,0.42255
369,0.951933,0.402823
370,0.994933,0.423093
371,0.974287,0.41388
372,0.952977,0.462903
373,0.975577,0.407433
374,0.972103,0.413623
375,1.05039,0.47298
376,1.00805,0.448267
377,0.98151,0.41474
378,1.01217,0.426867
379,0.99582,0.45436
380,1.01738,0.418997
381,1.02686,0.435493
382,1.03509,0.441247
383,1.04508,0.43465
384,1.06256,0.43962
385,1.08972,0.42742
386,1.07562,0.444663
387,1.08176,0.425133
388,1.08231,0.43208
389,1.09163,0.43522
390,1.10175,0.445813
391,1.11313,0.439993
392,1.0849,0.437283
393,1.09648,0.435293
394,1.1184,0.45071
395,1.13665,0.443243
396,1.14062,0.446787
397,1.14375,0.447613
398,1.14609,0.49146
399,1.19252,0.457423
400,1.17105,0.46461
